duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
97,,Movie,The Good Catholic,2018-01-24 00:00:00,2017.0,PG-13,A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,80193614.0,Paul Shoulberg,United States,Zachary Spicer,Comedies
67,,Movie,Cristela Alonzo: Lower Classy,2017-01-24 00:00:00,2017.0,TV-MA,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",80117453.0,Marcus Raboy,United States,Cristela Alonzo,Stand-Up Comedy
93,,Movie,Mitt,2014-01-24 00:00:00,2014.0,TV-PG,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,70296733.0,Greg Whiteley,United States,Mitt Romney,Documentaries
,1,TV Show,Innocent,2019-01-23 00:00:00,2017.0,TV-MA,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",81026192.0,Seren Yüce,Turkey,Ali Atay,Crime TV Shows
91,,Movie,Planet 51,2019-01-23 00:00:00,2009.0,PG,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",70109891.0,Jorge Blanco,Spain,Dwayne Johnson,Children & Family Movies
104,,Movie,Iceman,2018-01-23 00:00:00,2014.0,R,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle.",80003479.0,Law Wing-cheong,China,Donnie Yen,Action & Adventure
77,,Movie,My Entire High School Sinking Into the Sea,2018-01-23 00:00:00,2016.0,PG-13,"After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars.",80163053.0,Dash Shaw,United States,Jason Schwartzman,Comedies
63,,Movie,Todd Glass: Act Happy,2018-01-23 00:00:00,2018.0,TV-MA,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,80208684.0,Scott Moran,United States,Todd Glass,Stand-Up Comedy
57,,Movie,Gad Gone Wild,2017-01-23 00:00:00,2017.0,TV-MA,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.,80124680.0,Mario Rouleau,France,Gad Elmaleh,Stand-Up Comedy
86,,Movie,Where's the Money,2018-01-22 00:00:00,2017.0,R,"Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity.",80214777.0,Scott Zabielski,United States,Andrew Bachelor,Comedies
92,,Movie,Ricardo O'Farrill Abrazo Genial,2016-01-22 00:00:00,2016.0,TV-MA,"Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery.",80079427.0,Raúl Campos,Mexico,Ricardo O'Farrill,Stand-Up Comedy
,1,TV Show,Justice,2019-01-21 00:00:00,2018.0,TV-14,"Defying pressure to join her father's firm, a determined young lawyer strikes out on her own and fights to maintain faith in Abu Dhabi's justice system.",81026986.0,Ahmed Khaled Moussa,United Arab Emirates,Fatima Al Taei,Crime TV Shows
78,,Movie,Caida del Cielo,2017-01-20 00:00:00,2016.0,NR,"When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.",80149575.0,Néstor Sánchez Sotelo,Argentina,Muriel Santa Ana,Comedies
130,,Movie,Pink,2017-01-20 00:00:00,2016.0,NR,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture.",80144448.0,Aniruddha Roy Chowdhury,India,Tapsee Pannu,Dramas
80,,Movie,Take the 10,2017-01-20 00:00:00,2017.0,TV-MA,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.,80100936.0,Chester Tam,United States,Josh Peck,Comedies
129,,Movie,Half Girlfriend,2020-01-02 00:00:00,2017.0,TV-PG,"Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise.",80192420.0,Mohit Suri,India,Arjun Kapoor,Dramas
92,,Movie,Monty Python and the Holy Grail,2019-01-02 00:00:00,1975.0,PG,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,771476.0,Terry Gilliam,United Kingdom,Graham Chapman,Action & Adventure
86,,Movie,Mustang Island,2018-01-02 00:00:00,2017.0,TV-14,"After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way.",80198056.0,Craig Elrod,United States,Macon Blair,Comedies
49,,Movie,Auschwitz: Blueprints of Genocide,2019-01-19 00:00:00,1994.0,TV-PG,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.,80045818.0,Mike Rossiter,United Kingdom,Roy Marsden,Documentaries
62,,Movie,Harith Iskander: I Told You So,2018-01-19 00:00:00,2018.0,TV-PG,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more.",80195429.0,Michael McKay,United States,Harith Iskander,Stand-Up Comedy
108,,Movie,Step Sisters,2018-01-19 00:00:00,2018.0,TV-14,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",80158485.0,Charles Stone III,United States,Megalyn Echikunwoke,Comedies
95,,Movie,The Open House,2018-01-19 00:00:00,2018.0,TV-MA,"Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them.",80198661.0,Matt Angel,United States,Dylan Minnette,Horror Movies
90,,Movie,Good Kids,2017-01-19 00:00:00,2016.0,R,Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.,80119375.0,Chris McCoy,United States,Nicholas Braun,Comedies
91,,Movie,The Bling Ring,2020-01-18 00:00:00,2013.0,R,"Based on fact, this comic thriller tracks the saga of the Hollywood Hills Burglar Bunch, who used the Web to time their robberies of stars' homes.",70271454.0,Sofia Coppola,United States,Emma Watson,Dramas
96,,Movie,IO,2019-01-18 00:00:00,2019.0,TV-14,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",80134721.0,Jonathan Helpert,United States,Margaret Qualley,Dramas
96,,Movie,Old Lord Savanna,2019-01-18 00:00:00,2018.0,TV-PG,This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.,81038976.0,André D'Elia,Brazil,Leonardo Ribeiro,Documentaries
90,,Movie,Patria,2019-01-18 00:00:00,2019.0,TV-MA,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.",80988257.0,Matías Gueilburt,Mexico,Paco Ignacio Taibo II,Documentaries
97,,Movie,Soni,2019-01-18 00:00:00,2018.0,TV-MA,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.",81023713.0,Ivan Ayr,India,Geetika Vidya Ohlyan,Dramas
99,,Movie,Bad Day for the Cut,2018-01-18 00:00:00,2017.0,TV-MA,"A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion.",80174219.0,Chris Baugh,United Kingdom,Nigel O'Neill,Independent Movies
93,,Movie,Enlighten Us,2017-01-18 00:00:00,2016.0,TV-14,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.,80133139.0,Jenny Carchman,United States,James Arthur Ray,Documentaries
62,,Movie,Arango y Sanint: Ríase el show,2018-01-17 00:00:00,2018.0,TV-MA,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",80191988.0,Raúl Campos,Colombia,Julián Arango,Stand-Up Comedy
,1,TV Show,Godzilla,2018-01-17 00:00:00,2017.0,TV-14,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else.",80180373.0,Kobun Shizuno,Japan,Mamoru Miyano,TV Shows
66,,Movie,Neal Brennan: 3 Mics,2017-01-17 00:00:00,2017.0,TV-MA,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",80117452.0,Neal Brennan,United States,Neal Brennan,Stand-Up Comedy
93,,Movie,Roger Corman's Death Race 2050,2017-01-17 00:00:00,2017.0,R,"In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America.",80152003.0,G.J. Echternkamp,United States,Manu Bennett,Action & Adventure
105,,Movie,The Square,2014-01-17 00:00:00,2013.0,TV-MA,"This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.",70268449.0,Jehane Noujaim,United Kingdom,Ahmed Hassan,Documentaries
78,,Movie,Deadcon,2020-01-16 00:00:00,2019.0,TV-MA,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise.",81147285.0,Caryn Waechter,United States,Lauren Elizabeth,Horror Movies
109,,Movie,Get Him to the Greek,2020-01-16 00:00:00,2010.0,R,Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.,70120142.0,Nicholas Stoller,United States,Jonah Hill,Comedies
95,,Movie,Hop,2020-01-16 00:00:00,2011.0,PG,A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,70142824.0,Tim Hill,United States,James Marsden,Children & Family Movies
86,,Movie,Jezebel,2020-01-16 00:00:00,2019.0,TV-MA,"During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.",81235729.0,Numa Perrier,United States,Tiffany Tenille,Dramas
132,,Movie,Legend,2020-01-16 00:00:00,2015.0,R,Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.,80057599.0,Brian Helgeland,United Kingdom,Tom Hardy,Dramas
107,,Movie,NiNoKuni,2020-01-16 00:00:00,2019.0,TV-14,Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.,81093113.0,Yoshiyuki Momose,Japan,Kento Yamazaki,Action & Adventure
122,,Movie,Steve Jobs,2020-01-16 00:00:00,2015.0,R,"By keying in on three crucial points in his career, this biopic shows the human foibles and visionary fearlessness of the man who made the Mac.",80049358.0,Danny Boyle,United Kingdom,Michael Fassbender,Dramas
94,,Movie,Skyline,2019-01-16 00:00:00,2010.0,PG-13,"After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.",70141971.0,Colin Strause,United States,Eric Balfour,Action & Adventure
106,,Movie,A Serious Man,2018-01-16 00:00:00,2009.0,R,"With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance.",70114021.0,Ethan Coen,United States,Michael Stuhlbarg,Comedies
117,,Movie,Dallas Buyers Club,2018-01-16 00:00:00,2013.0,R,"Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad.",70275751.0,Jean-Marc Vallée,United States,Matthew McConaughey,Dramas
119,,Movie,Flash of Genius,2017-01-16 00:00:00,2008.0,PG-13,A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.,70098902.0,Marc Abraham,Canada,Greg Kinnear,Dramas
90,,Movie,The Rezort,2017-01-16 00:00:00,2016.0,TV-MA,"After a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails.",80118718.0,Steve Barker,United Kingdom,Dougray Scott,Horror Movies
88,,Movie,Big Fat Liar,2020-01-15 00:00:00,2002.0,PG,Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.,60022265.0,Shawn Levy,United States,Frankie Muniz,Children & Family Movies
95,,Movie,Bulbul Can Sing,2020-01-15 00:00:00,2018.0,TV-14,"Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy.",81026003.0,Rima Das,India,Arnali Das,Dramas
108,,Movie,Eye For An Eye,2020-01-15 00:00:00,2019.0,TV-MA,"A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord.",80997602.0,Paco Plaza,Spain,Luis Tosar,Dramas
99,,Movie,MindGamers,2020-01-15 00:00:00,2017.0,R,"Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",80169611.0,Andrew Goth,Austria,Tom Payne,International Movies
95,,Movie,Saving Zoë,2020-01-15 00:00:00,2019.0,R,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,81144867.0,Jeffrey G. Hunt,United States,Laura Marano,Dramas
103,,Movie,The Brave,2020-01-15 00:00:00,2019.0,TV-MA,"With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy.",81127333.0,William Kaufman,United States,Armand Assante,Action & Adventure
89,,Movie,Where the Money Is,2020-01-15 00:00:00,2000.0,PG-13,"Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.",60000878.0,Marek Kanievska,Germany,Paul Newman,Action & Adventure
88,,Movie,"Abdullah, The Final Witness",2019-01-15 00:00:00,2016.0,TV-14,"Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case.",81047445.0,Hashim Nadeem Khan,Pakistan,Sajid Hasan,Dramas
118,,Movie,Chupan Chupai,2019-01-15 00:00:00,2017.0,TV-14,"The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong.",81045085.0,Mohsin Ali,Pakistan,Ahsan Khan,Comedies
86,,Movie,Deadly Switch,2019-01-15 00:00:00,2019.0,TV-PG,"In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back.",81050190.0,Svetlana Cvetko,United States,Teri Polo,Independent Movies
127,,Movie,Echcharikkai,2019-01-15 00:00:00,2018.0,TV-14,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down.",81045065.0,Sarjun,India,Sathyaraj,International Movies
,1,TV Show,La Viuda Negra,2019-01-15 00:00:00,2016.0,TV-14,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",80028965.0,Alejandro Lozano,Colombia,Ana Serradilla,Crime TV Shows
88,,Movie,Only Mine,2019-01-15 00:00:00,2018.0,TV-14,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",81050191.0,Michael Civille,United States,Amber Midthunder,Thrillers
125,,Movie,Pandigai,2019-01-15 00:00:00,2017.0,TV-14,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that.",80202078.0,Feroz,India,Kreshna,Action & Adventure
116,,Movie,Pari,2019-01-15 00:00:00,2018.0,TV-14,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is.",81047446.0,Syed Atif Ali,Pakistan,Junaid Akhtar,Horror Movies
102,,Movie,Revenger,2019-01-15 00:00:00,2018.0,TV-MA,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",81000511.0,Lee Seung-won,South Korea,Bruce Khan,Action & Adventure
65,,Movie,Sebastian Maniscalco: Stay Hungry,2019-01-15 00:00:00,2019.0,TV-MA,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",80218104.0,Rik Reinholdtsen,United States,Sebastian Maniscalco,Stand-Up Comedy
106,,Movie,The Doll,2019-01-15 00:00:00,2016.0,TV-MA,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films.",81044856.0,Rocky Soraya,Indonesia,Shandy Aulia,Horror Movies
117,,Movie,The Doll 2,2019-01-15 00:00:00,2017.0,TV-MA,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films.",81044857.0,Rocky Soraya,Indonesia,Luna Maya,Horror Movies
94,,Movie,A Boy Called Po,2018-01-15 00:00:00,2016.0,PG,"After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",80154682.0,John Asher,United States,Christopher Gorham,Dramas
147,,Movie,Alibaba Aur 40 Chor,2018-01-15 00:00:00,1980.0,TV-PG,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,80158543.0,Latif Faiziyev,Soviet Union,Dharmendra,Action & Adventure
89,,Movie,Face 2 Face,2018-01-15 00:00:00,2017.0,TV-MA,"Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats.",80223136.0,Matt Toronto,United States,Daniela Bobadilla,Dramas
89,,Movie,Manolo: The Boy Who Made Shoes for Lizards,2018-01-15 00:00:00,2017.0,TV-MA,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",80189955.0,Michael Roberts,United Kingdom,Manolo Blahnik,Documentaries
111,,Movie,Operation Chromite,2018-01-15 00:00:00,2016.0,NR,"To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",80116307.0,John H. Lee,South Korea,Jung-jae Lee,Action & Adventure
118,,Movie,Phir Se,2018-01-15 00:00:00,2015.0,TV-14,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London.",80228321.0,Ajay Bhuyan,India,Kunal Kohli,International Movies
153,,Movie,Pyar Ke Do Pal,2018-01-15 00:00:00,1986.0,TV-PG,"Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before.",80156940.0,Rajiv Mehra,India,Mithun Chakraborty,Dramas
87,,Movie,Rip Tide,2018-01-15 00:00:00,2017.0,TV-Y7,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia.",80222177.0,Rhiannon Bannenberg,Australia,Debby Ryan,Children & Family Movies
122,,Movie,Thong Dee Fun Khao,2018-01-15 00:00:00,2017.0,TV-MA,"After losing a boxing match, a talented Muay Thai fighter leaves home to train with the best. On his quest, he finds friends, foes and lots of action.",80224233.0,Bin Bunluerit,Thailand,Buakaw Banchamek,Action & Adventure
97,,Movie,Unrest,2018-01-15 00:00:00,2017.0,TV-14,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.",80168300.0,Jennifer Brea,United Kingdom,Jennifer Brea,Documentaries
121,,Movie,Urvi,2018-01-15 00:00:00,2017.0,TV-MA,"After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.",80228282.0,Pradeep Verma,India,Sruthi Hariharan,Dramas
105,,Movie,Berlin Calling,2017-01-15 00:00:00,2008.0,NR,"DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",70114977.0,Hannes Stöhr,Germany,Paul Kalkbrenner,Dramas
83,,Movie,Harry and Snowman,2017-01-15 00:00:00,2015.0,TV-PG,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",80105342.0,Ron Davis,United States,Harry DeLeyer,Documentaries
84,,Movie,Max Rose,2017-01-15 00:00:00,2013.0,TV-14,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,70285683.0,Daniel Noah,United States,Jerry Lewis,Dramas
98,,Movie,Sarajevo,2017-01-15 00:00:00,2014.0,NR,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",80141338.0,Andreas Prochaska,Austria,Florian Teichtmeister,Dramas
91,,Movie,Stereo,2017-01-15 00:00:00,2014.0,TV-MA,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist.",80015154.0,Maximilian Erlenwein,Germany,Jürgen Vogel,International Movies
89,,Movie,Teenage Cocktail,2017-01-15 00:00:00,2016.0,TV-MA,"Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man.",80106440.0,John Carchietta,United States,Nichole Bloom,Dramas
90,,Movie,The Similars,2017-01-15 00:00:00,2015.0,NR,"Stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered.",80128690.0,Isaac Ezban,Mexico,Gustavo Sánchez Parra,Horror Movies
123,,Movie,We Are Young. We Are Strong.,2017-01-15 00:00:00,2014.0,NR,"In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city.",80141337.0,Burhan Qurbani,Germany,Jonas Nay,Dramas
107,,Movie,Ip Man,2016-01-15 00:00:00,2008.0,R,"An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.",70118799.0,Wilson Yip,Hong Kong,Donnie Yen,Action & Adventure
108,,Movie,Ip Man 2,2016-01-15 00:00:00,2010.0,R,"New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",70137753.0,Wilson Yip,Hong Kong,Donnie Yen,Action & Adventure
66,,Movie,Leslie Jones: Time Machine,2020-01-14 00:00:00,2020.0,TV-MA,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",81060049.0,David Benioff,United States,Leslie Jones,Stand-Up Comedy
137,,Movie,The Master,2020-01-14 00:00:00,2012.0,R,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",70244163.0,Paul Thomas Anderson,United States,Joaquin Phoenix,Dramas
132,,Movie,Women of Mafia 2,2020-01-14 00:00:00,2019.0,TV-MA,"When a major drug deal goes sour, the queen of the Warsaw underworld must contend with a rival criminal, a crossed ally and a religious fighter.",81221851.0,Patryk Vega,Poland,Angie Cepeda,Action & Adventure
117,,Movie,Camp X-Ray,2017-01-14 00:00:00,2014.0,R,"Fresh Army recruit Amy Cole is assigned to Guantanamo Bay's Camp X-Ray, where she forms a surprising bond with one of the prisoners in her charge.",70298946.0,Peter Sattler,United States,Kristen Stewart,Dramas
100,,Movie,Estar o no estar,2017-01-14 00:00:00,2016.0,TV-14,"An ill and addled man recalls what seems to be a brief but powerful past romance with a kindred spirit, a young Russian woman who lived a lonely life.",80144144.0,Marcelo González,Mexico,Flavio Medina,Dramas
91,,Movie,Little Sister,2017-01-14 00:00:00,2016.0,NR,"A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War.",80106504.0,Zach Clark,United States,Addison Timlin,Comedies
87,,Movie,The River Thief,2017-01-14 00:00:00,2016.0,NR,"A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy.",80141335.0,N.D. Wilson,United States,Joel Courtney,Dramas
131,,Movie,The Last Face,2020-01-13 00:00:00,2016.0,R,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,80115030.0,Sean Penn,United States,Javier Bardem,Dramas
93,,Movie,13 Sins,2019-01-13 00:00:00,2014.0,R,"A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.",70291114.0,Daniel Stamm,United States,Mark Webber,Horror Movies
136,,Movie,Baazaar,2019-01-13 00:00:00,2018.0,TV-14,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon.",81044299.0,Gauravv K Chawla,India,Saif Ali Khan,Dramas
116,,Movie,The Fighter,2019-01-13 00:00:00,2010.0,R,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",70113534.0,David O. Russell,United States,Mark Wahlberg,Dramas
146,,Movie,Aquarius,2017-01-13 00:00:00,2016.0,UR,"The final holdout in her historic beachside building in Brazil, a retired music critic refuses to sell her apartment to developers bent on demolition.",80113667.0,Kleber Mendonça Filho,Brazil,Sonia Braga,Dramas
104,,Movie,Clinical,2017-01-13 00:00:00,2017.0,TV-MA,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,80096955.0,Alistair Legrand,United States,Vinessa Shaw,Horror Movies
56,,Movie,Betty White: First Lady of Television,2020-01-12 00:00:00,2018.0,TV-14,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.,81173792.0,Steve Boettcher,United States,Betty White,Documentaries
128,,Movie,Made in China,2020-01-12 00:00:00,2019.0,TV-MA,"After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos.",81113919.0,Mikhil Musale,India,Rajkummar Rao,Comedies
121,,Movie,Becoming Jane,2019-01-12 00:00:00,2007.0,PG-13,A passionate romance with roguish barrister Tom Lefroy serves as the inspiration for the works of budding novelist Jane Austen.,70065107.0,Julian Jarrold,United Kingdom,Anne Hathaway,Dramas
89,,Movie,He's Out There,2019-01-12 00:00:00,2018.0,R,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",80990532.0,Quinn Lasher,United States,Yvonne Strahovski,Horror Movies
124,,Movie,Milada,2018-01-12 00:00:00,2017.0,TV-MA,Politician and human rights campaigner Milada Horáková battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.,80108149.0,David Mrnka,Czech Republic,Ayelet Zurer,Dramas
68,,Movie,The Man Who Would Be Polka King,2018-01-12 00:00:00,2009.0,TV-14,This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam.,70120182.0,John Mikulak,United States,Jan Lewan,Documentaries
94,,Movie,The Polka King,2018-01-12 00:00:00,2018.0,TV-14,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.",80173395.0,Maya Forbes,United States,Jack Black,Comedies
71,,Movie,Tom Segura: Disgraceful,2018-01-12 00:00:00,2018.0,TV-MA,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",80187307.0,Jay Karas,United States,Tom Segura,Stand-Up Comedy
85,,Movie,Little Men,2017-01-12 00:00:00,2016.0,PG,Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.,80098203.0,Ira Sachs,United States,Greg Kinnear,Dramas
109,,Movie,Very Big Shot,2017-01-12 00:00:00,2015.0,TV-MA,"When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs.",80081960.0,Mir-Jean Bou Chaaya,Lebanon,Alain Saadeh,Comedies
88,,Movie,Zoom,2020-01-11 00:00:00,2006.0,PG,"Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.",81221873.0,Peter Hewitt,United States,Tim Allen,Children & Family Movies
104,,Movie,All of You,2019-01-11 00:00:00,2017.0,TV-14,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.",81036539.0,Dan Villegas,Philippines,Jennylyn Mercado,Comedies
91,,Movie,Solo,2019-01-11 00:00:00,2018.0,TV-MA,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events.",80245041.0,Hugo Stuven,Spain,Alain Hernández,Dramas
